,Time(Lin_Reg),Time(knn_Reg),Time(Rid_Reg),Accuracy(Lin_Reg),Accuracy(knn_Reg),Accuracy(Rid_Reg),MSE(Lin_Reg),MSE(knn_Reg),MSE(Rid_Reg),R-sq(Lin_Reg),R-sq(knn_Reg),R-sq(Rid_Reg)
586,0.01943230628967285,0.026647567749023438,0.0,0.9736842105263158,0.9736842105263158,0.930420779095975,0.02631578947368421,0.02631578947368421,0.17668533018081076,0.9654859218891917,0.9654859218891917,0.930420779095975
587,0.015633821487426758,0.015630722045898438,0.0,0.9473684210526315,0.9473684210526315,0.9320988322991454,0.05263157894736842,0.05263157894736842,0.15975383537381976,0.9162995594713657,0.9162995594713657,0.9320988322991454
588,0.032770633697509766,0.04564166069030762,0.002000093460083008,0.9210526315789473,0.9210526315789473,0.92293314668767,0.07894736842105263,0.07894736842105263,0.16032265534135845,0.8655660377358491,0.8655660377358491,0.92293314668767
589,0.03125786781311035,0.03165769577026367,0.0,1.0,1.0,0.948346039941022,0.0,0.0,0.16329733144063768,1.0,1.0,0.948346039941022
590,0.026994705200195312,0.00667881965637207,0.0,0.9736842105263158,0.9736842105263158,0.9342342795232039,0.02631578947368421,0.02631578947368421,0.16596361830103962,0.9629268292682926,0.9629268292682926,0.9342342795232039
591,0.023970603942871094,0.03730297088623047,0.0020003318786621094,0.9473684210526315,0.9473684210526315,0.943824332901535,0.05263157894736842,0.05263157894736842,0.14328017837607768,0.9258536585365854,0.9258536585365854,0.943824332901535
592,0.030002355575561523,0.026001691818237305,0.0030002593994140625,0.9473684210526315,0.9473684210526315,0.9430197412156124,0.05263157894736842,0.05263157894736842,0.1626565241922044,0.9330985915492958,0.9330985915492958,0.9430197412156124
593,0.016669750213623047,0.015629291534423828,0.01562952995300293,0.9736842105263158,0.9736842105263158,0.9147532754711382,0.02631578947368421,0.02631578947368421,0.17237005447712134,0.9578246392896781,0.9578246392896781,0.9147532754711382
594,0.035065412521362305,0.03452467918395996,0.0029926300048828125,0.9473684210526315,0.9473684210526315,0.9158218211264777,0.05263157894736842,0.05263157894736842,0.16273799524880084,0.9162995594713657,0.9162995594713657,0.9158218211264777
595,0.02500462532043457,0.023001909255981445,0.0,0.9210526315789473,0.9210526315789473,0.924463763933187,0.07894736842105263,0.07894736842105263,0.16708875305812543,0.8861138861138861,0.8861138861138861,0.924463763933187
596,0.03125643730163574,0.031651973724365234,0.0,0.9473684210526315,0.9473684210526315,0.909182257783244,0.05263157894736842,0.05263157894736842,0.1713912395514452,0.8985313751668892,0.8985313751668892,0.909182257783244
597,0.03126168251037598,0.015630245208740234,0.0,0.9473684210526315,0.9473684210526315,0.8913923042972345,0.05263157894736842,0.05263157894736842,0.20991386542850565,0.91324200913242,0.91324200913242,0.8913923042972345
598,0.03125596046447754,0.0403287410736084,0.0019998550415039062,0.9473684210526315,0.9473684210526315,0.9566488927158742,0.05263157894736842,0.05263157894736842,0.13556437547356662,0.9309718437783833,0.9309718437783833,0.9566488927158742
599,0.018298864364624023,0.0286405086517334,0.0,0.9473684210526315,0.9473684210526315,0.9250683182534795,0.05263157894736842,0.05263157894736842,0.1742291360125915,0.9192348565356004,0.9192348565356004,0.9250683182534795
600,0.015633106231689453,0.015631437301635742,0.0,0.9473684210526315,0.9473684210526315,0.9410439025738464,0.05263157894736842,0.05263157894736842,0.16317239258213112,0.9304666056724611,0.9304666056724611,0.9410439025738464
601,0.015630006790161133,0.04728221893310547,0.0,0.9473684210526315,0.9473684210526315,0.9125631073908756,0.05263157894736842,0.05263157894736842,0.1767350462889902,0.9129438717067583,0.9129438717067583,0.9125631073908756
602,0.04511284828186035,0.025002717971801758,0.0010809898376464844,0.9210526315789473,0.9210526315789473,0.9161807353486627,0.07894736842105263,0.07894736842105263,0.18118005454067318,0.8827160493827161,0.8827160493827161,0.9161807353486627
603,0.015626192092895508,0.01563096046447754,0.0,0.9736842105263158,0.9736842105263158,0.9010570547675267,0.02631578947368421,0.02631578947368421,0.20206220014619686,0.9596174282678003,0.9596174282678003,0.9010570547675267
