,Accuracy(Log Reg),Train-Time(Log Reg),Accuracy(Decision Tree),Train-Time(Decision Tree),Accuracy(Random Forest),Accuracy(Knn),Train-Time(Random Forest),Accuracy(Naive Bayes),Train-Time(Naive Bayes),Accuracy(SVM),Train-Time(SVM),Train-Time(Knn)
327,0.972027972027972,0.03125643730163574,0.9300699300699301,0.015627384185791016,0.951048951048951,0.9370629370629371,0.15427565574645996,0.9370629370629371,0.0,0.972027972027972,0.6916656494140625,0.0
328,0.9370629370629371,0.03132009506225586,0.9370629370629371,0.0,0.9440559440559441,0.9440559440559441,0.15774798393249512,0.9440559440559441,0.0,0.9440559440559441,1.2220721244812012,0.0
329,0.958041958041958,0.03344917297363281,0.958041958041958,0.013740777969360352,0.9790209790209791,0.951048951048951,0.20947051048278809,0.951048951048951,0.007892847061157227,0.965034965034965,1.8919236660003662,0.0
330,0.951048951048951,0.03130674362182617,0.9440559440559441,0.015586376190185547,0.965034965034965,0.9370629370629371,0.1728663444519043,0.9370629370629371,0.0,0.9440559440559441,0.9495689868927002,0.0025305747985839844
331,0.965034965034965,0.0312800407409668,0.9440559440559441,0.015852689743041992,0.958041958041958,0.951048951048951,0.1577773094177246,0.951048951048951,0.0,0.972027972027972,1.01096510887146,0.01566028594970703
332,0.951048951048951,0.03167319297790527,0.9370629370629371,0.0,0.972027972027972,0.965034965034965,0.1661543846130371,0.965034965034965,0.0,0.972027972027972,1.023681402206421,0.01564335823059082
333,0.9090909090909091,0.031587839126586914,0.9370629370629371,0.0,0.958041958041958,0.9300699300699301,0.17286062240600586,0.9300699300699301,0.0,0.958041958041958,0.4863471984863281,0.0
334,0.9300699300699301,0.03159666061401367,0.8881118881118881,0.0,0.9300699300699301,0.9020979020979021,0.1569983959197998,0.9020979020979021,0.0,0.9370629370629371,1.136899709701538,0.0
335,0.916083916083916,0.047119140625,0.9230769230769231,0.0,0.951048951048951,0.9230769230769231,0.1889176368713379,0.9230769230769231,0.0,0.958041958041958,0.8017849922180176,0.0
336,0.9020979020979021,0.03105473518371582,0.965034965034965,0.015997648239135742,0.958041958041958,0.9090909090909091,0.1575918197631836,0.9090909090909091,0.0,0.9230769230769231,1.1324963569641113,0.0
337,0.9440559440559441,0.032007455825805664,0.9370629370629371,0.015856266021728516,0.9790209790209791,0.951048951048951,0.16682720184326172,0.951048951048951,0.0,0.965034965034965,1.0869925022125244,0.0
338,0.9370629370629371,0.047204017639160156,0.9090909090909091,0.0156402587890625,0.965034965034965,0.916083916083916,0.20904159545898438,0.916083916083916,0.007538795471191406,0.972027972027972,0.5328254699707031,0.0
339,0.9440559440559441,0.07199478149414062,0.916083916083916,0.008001089096069336,0.9440559440559441,0.9440559440559441,0.28224730491638184,0.9440559440559441,0.0,0.9440559440559441,0.33606934547424316,0.0
340,0.9230769230769231,0.04689478874206543,0.916083916083916,0.015628576278686523,0.958041958041958,0.916083916083916,0.21587347984313965,0.916083916083916,0.0,0.916083916083916,0.6320641040802002,0.0
341,0.986013986013986,0.0313720703125,0.916083916083916,0.006242513656616211,0.951048951048951,0.972027972027972,0.20328545570373535,0.972027972027972,0.0,0.986013986013986,0.8009440898895264,0.0
342,0.9370629370629371,0.03156232833862305,0.9230769230769231,0.0,0.951048951048951,0.9300699300699301,0.1898970603942871,0.9300699300699301,0.0,0.9230769230769231,1.437300682067871,0.0
343,0.951048951048951,0.04801225662231445,0.9230769230769231,0.016002655029296875,0.958041958041958,0.9370629370629371,0.23205971717834473,0.9370629370629371,0.0,0.951048951048951,2.3751704692840576,0.0
344,0.9440559440559441,0.06297826766967773,0.9230769230769231,0.01563262939453125,0.958041958041958,0.9440559440559441,0.21644186973571777,0.9440559440559441,0.0,0.965034965034965,1.2580087184906006,0.0
345,0.965034965034965,0.031481027603149414,0.916083916083916,0.0,0.958041958041958,0.9230769230769231,0.15778231620788574,0.9230769230769231,0.0,0.958041958041958,0.9778695106506348,0.0
346,0.951048951048951,0.029140233993530273,0.958041958041958,0.015646934509277344,0.986013986013986,0.965034965034965,0.15741276741027832,0.965034965034965,0.0,0.972027972027972,1.3596570491790771,0.0
347,0.9370629370629371,0.031516313552856445,0.9230769230769231,0.0,0.9440559440559441,0.9370629370629371,0.1883678436279297,0.9370629370629371,0.0,0.9440559440559441,0.8760454654693604,0.0
348,0.9230769230769231,0.0479736328125,0.9440559440559441,0.01566338539123535,0.9370629370629371,0.9230769230769231,0.17355751991271973,0.9230769230769231,0.0,0.9370629370629371,0.6362199783325195,0.0
349,0.958041958041958,0.058992624282836914,0.9090909090909091,0.015529394149780273,0.958041958041958,0.9440559440559441,0.20935344696044922,0.9440559440559441,0.0,0.965034965034965,0.7103455066680908,0.0
350,0.9440559440559441,0.048079490661621094,0.9230769230769231,0.007994651794433594,0.951048951048951,0.9440559440559441,0.21698904037475586,0.9440559440559441,0.0,0.951048951048951,1.5210249423980713,0.0
351,0.9300699300699301,0.03125882148742676,0.8881118881118881,0.0,0.965034965034965,0.916083916083916,0.15711522102355957,0.916083916083916,0.0,0.9370629370629371,0.5857062339782715,0.0
352,0.8951048951048951,0.03126049041748047,0.9300699300699301,0.0,0.951048951048951,0.9370629370629371,0.18269562721252441,0.9370629370629371,0.0,0.9230769230769231,0.7377145290374756,0.0
353,0.9440559440559441,0.04759383201599121,0.958041958041958,0.015593767166137695,0.958041958041958,0.9230769230769231,0.1879887580871582,0.9230769230769231,0.015855789184570312,0.965034965034965,0.8160958290100098,0.0
354,0.9370629370629371,0.015275716781616211,0.8881118881118881,0.015861988067626953,0.951048951048951,0.9300699300699301,0.1667184829711914,0.9300699300699301,0.0,0.958041958041958,0.9844303131103516,0.0
355,0.9090909090909091,0.040955543518066406,0.9230769230769231,0.0,0.9370629370629371,0.9300699300699301,0.16262269020080566,0.9300699300699301,0.0,0.9440559440559441,0.43967676162719727,0.0
356,0.9440559440559441,0.031080007553100586,0.9230769230769231,0.015643596649169922,0.9790209790209791,0.972027972027972,0.19935250282287598,0.972027972027972,0.0,0.958041958041958,0.7510201930999756,0.0
357,0.9440559440559441,0.031244516372680664,0.9300699300699301,0.0,0.951048951048951,0.951048951048951,0.1729729175567627,0.951048951048951,0.0,0.9440559440559441,0.7985296249389648,0.0
